epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
95,10523.7,1.45858,2.15712,1.21938,1.29162,0,0.43817,0.4224,0.41059,0.18997,0.42691,0.44737,0.38931,0.15231,2.06164,2.64133,1.57133,1.41482,0,0.00592349,0.00592349,0.00592349
96,10637.1,1.45636,2.17244,1.21227,1.28543,0,0.44926,0.4504,0.41889,0.19303,0.4125,0.43258,0.38484,0.15373,2.06517,2.62898,1.57359,1.42045,0,0.00585307,0.00585307,0.00585307
97,10750.8,1.44372,2.13369,1.20197,1.28522,0,0.44086,0.45686,0.41839,0.19344,0.40058,0.45394,0.3871,0.15528,2.06073,2.62377,1.57989,1.42404,0,0.00578256,0.00578256,0.00578256
98,10863.3,1.43987,2.14843,1.19746,1.2834,0,0.47107,0.44274,0.42169,0.19415,0.42462,0.42625,0.3803,0.15359,2.07494,2.65001,1.58097,1.42258,0,0.00571198,0.00571198,0.00571198
99,10974.1,1.43391,2.133,1.18387,1.27271,0,0.47006,0.4403,0.42172,0.19446,0.43325,0.40793,0.38771,0.15341,2.07242,2.63827,1.58053,1.42461,0,0.00564135,0.00564135,0.00564135
100,11076.4,1.4399,2.13544,1.19179,1.28298,0,0.47018,0.42838,0.43,0.19654,0.46183,0.41253,0.38995,0.15661,2.07426,2.6365,1.57658,1.42455,0,0.00557068,0.00557068,0.00557068
101,11177.9,1.43032,2.12469,1.18109,1.2766,0,0.47441,0.42834,0.41908,0.19253,0.46845,0.44045,0.39868,0.15521,2.07816,2.61751,1.58437,1.42518,0,0.0055,0.0055,0.0055
102,11280.5,1.42614,2.12255,1.18056,1.27406,0,0.49631,0.44215,0.42527,0.1949,0.46236,0.4235,0.39185,0.15325,2.07759,2.63773,1.58381,1.42295,0,0.00542932,0.00542932,0.00542932
103,11381.7,1.41888,2.12654,1.16706,1.2698,0,0.46974,0.4647,0.42752,0.1948,0.42873,0.43573,0.38819,0.15328,2.07958,2.63867,1.57052,1.42305,0,0.00535865,0.00535865,0.00535865
104,11484.2,1.40672,2.11349,1.15958,1.2708,0,0.48739,0.43645,0.41644,0.18991,0.44766,0.45161,0.40228,0.15805,2.08034,2.62085,1.57211,1.43331,0,0.00528802,0.00528802,0.00528802
105,11585.6,1.40234,2.10783,1.15266,1.25968,0,0.47654,0.43754,0.41727,0.18898,0.47208,0.43708,0.40159,0.15689,2.08056,2.62908,1.57081,1.43842,0,0.00521744,0.00521744,0.00521744
106,11688.3,1.41075,2.10399,1.15262,1.26992,0,0.46668,0.46095,0.41885,0.18785,0.45625,0.43797,0.39376,0.15557,2.08219,2.62834,1.57257,1.43605,0,0.00514693,0.00514693,0.00514693
107,11789.9,1.40767,2.09593,1.1498,1.26411,0,0.45763,0.45712,0.41457,0.18891,0.4567,0.43942,0.39305,0.15598,2.08758,2.64196,1.56963,1.43758,0,0.00507651,0.00507651,0.00507651
108,11892,1.40491,2.09164,1.14394,1.25506,0,0.44906,0.44708,0.41638,0.19204,0.46629,0.44577,0.40594,0.15791,2.08625,2.63726,1.57295,1.4349,0,0.0050062,0.0050062,0.0050062
109,11993.9,1.41053,2.09937,1.14937,1.25916,0,0.44296,0.4601,0.40771,0.18821,0.4347,0.45828,0.39159,0.15596,2.08345,2.65926,1.57287,1.43229,0,0.004936,0.004936,0.004936
110,12095.2,1.3827,2.08505,1.13377,1.25191,0,0.4692,0.43736,0.40888,0.18995,0.43969,0.46253,0.38802,0.15473,2.08115,2.65177,1.57507,1.43364,0,0.00486594,0.00486594,0.00486594
111,12202.6,1.39552,2.09743,1.12707,1.25599,0,0.46697,0.43636,0.41353,0.19302,0.48052,0.45025,0.39853,0.15953,2.06938,2.64082,1.5771,1.4259,0,0.00479604,0.00479604,0.00479604
