epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
108,19664.2,1.40869,2.14185,1.2794,1.19402,0,0.47114,0.46474,0.44408,0.20816,0.37007,0.44395,0.37271,0.14679,1.94714,2.2287,1.47759,1.2766,0,0.0050062,0.0050062,0.0050062
109,19845.7,1.41424,2.14385,1.27597,1.20201,0,0.44624,0.46172,0.45099,0.2119,0.38427,0.441,0.37388,0.14925,1.94129,2.22652,1.4736,1.27482,0,0.004936,0.004936,0.004936
110,20027.5,1.40511,2.12328,1.2537,1.18935,0,0.45595,0.47902,0.46165,0.21368,0.40152,0.40251,0.37603,0.14947,1.93624,2.22822,1.47176,1.27574,0,0.00486594,0.00486594,0.00486594
111,20208.7,1.39878,2.12757,1.26216,1.19326,0,0.48699,0.47375,0.45618,0.2156,0.40969,0.39682,0.3765,0.15325,1.93526,2.22524,1.46973,1.27511,0,0.00479604,0.00479604,0.00479604
112,20390.8,1.40214,2.13604,1.255,1.19272,0,0.45123,0.49754,0.45089,0.2152,0.40045,0.39786,0.37145,0.15156,1.92475,2.20769,1.46192,1.27032,0,0.00472632,0.00472632,0.00472632
113,20573,1.40175,2.13586,1.25663,1.1895,0,0.47146,0.48304,0.44866,0.21726,0.41458,0.38879,0.37342,0.15102,1.92435,2.20268,1.45928,1.26785,0,0.00465678,0.00465678,0.00465678
114,20755.5,1.40147,2.13691,1.24989,1.19863,0,0.47571,0.4907,0.45216,0.21395,0.40309,0.39246,0.37383,0.15049,1.92709,2.20832,1.46176,1.26981,0,0.00458746,0.00458746,0.00458746
115,20951.5,1.38789,2.12475,1.23818,1.18597,0,0.4561,0.49647,0.4464,0.21341,0.38314,0.39461,0.3676,0.14885,1.9253,2.21317,1.46051,1.26805,0,0.00451836,0.00451836,0.00451836
116,21133,1.38436,2.12749,1.23613,1.18899,0,0.46862,0.49664,0.45179,0.21513,0.38878,0.41873,0.36967,0.14803,1.92704,2.23232,1.46212,1.26806,0,0.0044495,0.0044495,0.0044495
117,21314.2,1.37906,2.09727,1.22808,1.18296,0,0.43477,0.49601,0.44605,0.21172,0.39058,0.39549,0.36949,0.1487,1.92889,2.23009,1.46621,1.26987,0,0.0043809,0.0043809,0.0043809
118,21496.2,1.38809,2.11044,1.22833,1.18449,0,0.46474,0.45031,0.44217,0.20965,0.38739,0.42466,0.37247,0.14752,1.93204,2.22381,1.46623,1.27336,0,0.00431257,0.00431257,0.00431257
119,21677.7,1.3881,2.12665,1.23444,1.19164,0,0.48399,0.44815,0.45055,0.21186,0.38008,0.43988,0.37184,0.14779,1.93318,2.22261,1.46443,1.2741,0,0.00424454,0.00424454,0.00424454
120,21858.7,1.38975,2.11437,1.22643,1.18108,0,0.50116,0.44712,0.44852,0.21356,0.39345,0.39966,0.3732,0.14855,1.93937,2.23259,1.4656,1.27919,0,0.00417682,0.00417682,0.00417682
