epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
86,7515.62,1.4593,2.24465,1.33985,1.21615,0,0.445,0.48969,0.4503,0.20955,0.38122,0.39956,0.3682,0.14912,1.93887,2.44938,1.48163,1.2687,0,0.0065505,0.0065505,0.0065505
87,7597.17,1.45908,2.24458,1.35139,1.2189,0,0.49608,0.43885,0.44803,0.20488,0.41822,0.37949,0.35712,0.14329,1.95926,2.46749,1.51272,1.27329,0,0.00648164,0.00648164,0.00648164
88,7678.33,1.44361,2.22205,1.33048,1.21709,0,0.49659,0.47132,0.45574,0.21044,0.43068,0.4029,0.37671,0.15215,1.94736,2.44518,1.49132,1.26155,0,0.00641254,0.00641254,0.00641254
89,7758.97,1.44943,2.228,1.32234,1.21136,0,0.50895,0.44649,0.45524,0.21152,0.4207,0.37955,0.36723,0.14891,1.9449,2.44053,1.48164,1.26687,0,0.00634322,0.00634322,0.00634322
90,7839.76,1.45531,2.23832,1.33161,1.21889,0,0.45111,0.47137,0.45402,0.21171,0.36522,0.4053,0.35905,0.14814,1.94366,2.44713,1.48183,1.26444,0,0.00627368,0.00627368,0.00627368
91,7921.67,1.45109,2.22958,1.33011,1.2161,0,0.44875,0.49218,0.45316,0.21029,0.37542,0.42043,0.36589,0.15154,1.94244,2.42542,1.48723,1.25728,0,0.00620396,0.00620396,0.00620396
92,8003.08,1.44748,2.20212,1.32754,1.21547,0,0.44156,0.47434,0.45774,0.21396,0.3695,0.43415,0.38106,0.15438,1.94036,2.42856,1.47673,1.2603,0,0.00613406,0.00613406,0.00613406
93,8084.1,1.45561,2.22795,1.32138,1.20681,0,0.47731,0.47541,0.46357,0.21408,0.35592,0.44278,0.37467,0.15274,1.93942,2.42663,1.47516,1.26133,0,0.006064,0.006064,0.006064
94,8165.04,1.44776,2.21345,1.3143,1.21801,0,0.47043,0.47731,0.45812,0.21186,0.3746,0.45296,0.36914,0.15085,1.94277,2.4349,1.48026,1.26716,0,0.0059938,0.0059938,0.0059938
95,8245.74,1.43623,2.21802,1.31697,1.2091,0,0.48049,0.48044,0.46235,0.21376,0.38166,0.42915,0.37125,0.15066,1.95257,2.44662,1.48787,1.26709,0,0.00592349,0.00592349,0.00592349
96,8327.16,1.44006,2.20483,1.32245,1.21366,0,0.49493,0.4593,0.46249,0.21382,0.35965,0.44225,0.37603,0.15173,1.95126,2.45614,1.4918,1.26845,0,0.00585307,0.00585307,0.00585307
97,8408.35,1.43463,2.20857,1.30797,1.2074,0,0.4584,0.49288,0.45806,0.21323,0.37718,0.46281,0.37358,0.1506,1.94872,2.45851,1.49231,1.27099,0,0.00578256,0.00578256,0.00578256
98,8488.98,1.4331,2.21138,1.30161,1.20761,0,0.44435,0.50517,0.45279,0.21059,0.36096,0.39506,0.35669,0.14592,1.95188,2.44799,1.48156,1.2725,0,0.00571198,0.00571198,0.00571198
99,8570.72,1.43428,2.21876,1.30111,1.20554,0,0.43934,0.4874,0.44675,0.20874,0.37163,0.43355,0.36574,0.14824,1.94621,2.44402,1.47796,1.27139,0,0.00564135,0.00564135,0.00564135
100,8651.73,1.42525,2.1884,1.28903,1.20031,0,0.43446,0.50169,0.45352,0.21025,0.37187,0.42116,0.36552,0.14678,1.94161,2.43882,1.46513,1.27426,0,0.00557068,0.00557068,0.00557068
101,8732.66,1.42668,2.19048,1.28408,1.20516,0,0.49149,0.49255,0.45563,0.21192,0.38408,0.45282,0.37006,0.14881,1.93992,2.43317,1.46097,1.27139,0,0.0055,0.0055,0.0055
102,8813.44,1.42507,2.18894,1.29304,1.20272,0,0.4778,0.48588,0.45819,0.21353,0.36771,0.4485,0.37082,0.14833,1.94546,2.43869,1.46539,1.27163,0,0.00542932,0.00542932,0.00542932
103,8894.27,1.41804,2.17776,1.28412,1.20058,0,0.45733,0.50656,0.46733,0.21458,0.37151,0.44287,0.37269,0.15002,1.94468,2.44048,1.46405,1.27336,0,0.00535865,0.00535865,0.00535865
104,8975.36,1.41285,2.18104,1.28107,1.1983,0,0.44768,0.49204,0.45638,0.21362,0.34668,0.45933,0.37474,0.15038,1.94143,2.44855,1.46582,1.27153,0,0.00528802,0.00528802,0.00528802
105,9056.72,1.4268,2.19942,1.28431,1.2061,0,0.46938,0.50268,0.46122,0.21611,0.3722,0.45934,0.37484,0.15139,1.93,2.43923,1.46163,1.26591,0,0.00521744,0.00521744,0.00521744
106,9137.71,1.42514,2.1817,1.29509,1.20275,0,0.48062,0.47028,0.46047,0.21659,0.38629,0.45885,0.38546,0.15603,1.92995,2.43728,1.45669,1.26758,0,0.00514693,0.00514693,0.00514693
107,9218.94,1.41457,2.17178,1.27683,1.19966,0,0.44981,0.48366,0.46332,0.21691,0.36198,0.4662,0.37952,0.15383,1.92656,2.4342,1.45763,1.26992,0,0.00507651,0.00507651,0.00507651
108,9300.13,1.41999,2.18564,1.27198,1.19634,0,0.49686,0.49765,0.47371,0.21696,0.42693,0.41469,0.39006,0.15466,1.92892,2.43128,1.44928,1.27311,0,0.0050062,0.0050062,0.0050062
109,9381.74,1.42343,2.19173,1.28352,1.19936,0,0.4919,0.49871,0.47271,0.21509,0.41993,0.39953,0.37763,0.14972,1.93366,2.4334,1.45475,1.27252,0,0.004936,0.004936,0.004936
110,9462.66,1.41758,2.17047,1.27733,1.19324,0,0.49288,0.47585,0.46533,0.21644,0.39012,0.39915,0.37445,0.15229,1.93268,2.43059,1.45301,1.27256,0,0.00486594,0.00486594,0.00486594
111,9543.59,1.40258,2.1664,1.26146,1.19203,0,0.54998,0.47982,0.49306,0.22234,0.37058,0.45276,0.37922,0.1538,1.9314,2.43273,1.45775,1.27288,0,0.00479604,0.00479604,0.00479604
112,9625.13,1.4025,2.16095,1.26163,1.19503,0,0.5342,0.4785,0.47869,0.21736,0.3656,0.48742,0.37416,0.15354,1.92904,2.42097,1.45424,1.2766,0,0.00472632,0.00472632,0.00472632
