x,y
255.7167762439218,143.6756349098223
241.04074257589852,136.52037128794927
257.725843285524,144.862921642762
274.4109439951494,153.2054719975747
272.79838248622485,152.89919124311243
256.1132817765994,144.5566408882997
239.428181066974,136.21409053348697
255.1772401449544,144.2859034888791
271.78056272730885,152.79004432374353
271.57482063991523,152.78741031995764
254.8897199302898,144.4448599651449
265.6924636495316,150.09979596642378
275.72904375848464,155.34822756845367
259.12993526803706,146.83586424001902
242.5308267775892,138.32350091158423
250.00834077322565,142.30437890594345
266.52500453925785,150.97562738311035
272.95157295433427,154.36603806313093
256.4127673424866,145.7370960047756
270.11318602027364,152.91643077252428
265.3530145128101,150.4450510501618
257.1513595713973,146.24865310117352
273.55412008947735,155.13348171513357
263.9389505267697,150.17839501408932
260.5252211951958,148.58887165735769
271.08229606327546,154.5105579004136
254.5947777757195,145.78547058714562
238.10814751829645,137.05725456850988
254.28703617068422,145.84153392122857
270.68161603575834,154.74144870512598
258.86668787372224,148.46667808585045
264.4742024613784,151.56303209458838
263.92729749498733,151.32398045181125
271.66054750280705,155.8148440924402
266.69182313486726,153.16212396381513
261.045639245352,150.1364662474178
258.60738930595744,148.87675780324952
260.28429694585276,149.84650865978082
243.9508245468802,140.83493768103733
246.36742683010368,142.20412601672425
262.67440221603096,151.26355678668386
263.0209787631178,151.67832153506544
260.7616846498331,150.5342692499073
258.3690210414877,149.64335971910174
242.12909812292762,140.46427285208952
246.0838835516297,142.76221917235983
262.2805336675469,152.01744781002677
249.40051924010623,144.94511406350688
233.0,137.20763182311475
218.137858477809,141.0
202.48334877873276,144.0
188.0,147.2430526420294
175.0,150.07382431719043
161.0,153.90459599235146
147.01591285949112,161.6190041532824
134.4106012229093,175.37025321137168
141.93491061294958,166.64581644234335
151.75182585469355,155.36704787343092
139.17366146376762,169.14313268254023
134.9362607820914,172.77011313969942
147.48464194200034,158.9668938637996
143.93053205086403,162.80305594451193
131.3252204142822,176.55430500260124
134.97687462385028,171.47977313761788
147.5821862604318,157.72852407952894
141.63540980177856,163.85746336654887
128.70149318856517,177.29850681143483
139.7435400129799,164.82626331963232
147.41135417583143,156.70119564261066
134.5041988665098,170.16953161755498
131.99907734575132,172.00110718509842
133.0351464217658,170.6589776468531
145.94230173108744,157.19064167190874
138.93414672823235,164.06585327176768
125.74341642030528,177.2565835796947
135.74020710643524,166.25979289356474
147.05026162206042,154.91174884282202
133.59313484509758,167.83059054870634
125.80729652053097,175.19270347946903
138.99802682845808,162.00197317154192
141.70645210923294,159.08180597513638
128.24932533227042,172.00064768102038
129.06511624255367,170.93488375744633
121.26794078177828,177.75641747111064
134.19590415946783,165.33193200691088
144.32083226810522,155.55922717961656
130.64290102776422,168.24400739121614
123.04186429423999,175.0798102775296
136.4989910712025,162.16096857164558
139.95170990584228,158.6599600869148
126.24431192112422,171.31294284203918
123.71261369562966,172.69543013977247
137.4145468418184,160.03666539499977
136.73451461601036,160.45820923021301
122.79196023144604,172.85159090538127
124.97225114270843,170.55923226680545
138.69005939433393,157.91812782333278
133.41089245183127,162.52365115392777
119.46833806726661,174.91703282909634
124.75841204687737,169.38963642922585
138.68739603001742,156.98134357298431
131.2201834425101,163.23984276356276
117.056623789599,175.3800367517723
124.93362552317629,168.28122175717664
124.9628024695201,167.92606107829886
115.28919203986841,176.03783539439848
129.45275169277951,163.897641406189
138.3453093503104,156.19698536526036
123.97398101477661,168.0904984705297
114.37103666515013,175.98461883462238
128.5846410584015,163.90305510035873
137.27133374766242,156.2582065536587
122.90000541212828,168.15171965892833
113.43559459710572,175.91234748819508
127.59915425001682,163.77215349998556
122.0482608097632,168.1423320647392
112.37182361923566,176.02348031730364
126.70261493052166,164.0811542245653
138.95288386944983,153.84444849237914
124.43197027466954,165.55486268171813
109.9110566798896,177.26527687105678
122.47957780045692,166.86469659962256
127.05600384735438,162.91399695417778
112.43001341041222,174.4929060500903
118.12272652952441,169.83651086328678
132.64364012430437,158.1260966739481
130.73463572044122,159.4573158434053
116.03442739768786,170.94185359555635
112.61433345596929,173.5085332352246
127.18105823543006,161.85515341165598
134.31755937433454,155.87690673880118
119.61735105158081,167.36144449095247
105.29532969932887,177.7702991227442
120.02030829436325,166.31753799327305
134.7157824577075,154.82737403383402
124.4623112615099,162.49824904431068
109.59294805271375,173.76291814188352
113.17088602705569,170.83524529136275
127.8710943498094,159.3507075392114
129.33988078470597,158.01802147367133
114.47799574448749,169.29255495245778
104.58849984508296,176.03901526887654
119.45786305387983,164.77434617130314
134.32722626267596,153.5096770737303
120.59205407383891,163.46395988070014
105.61065411684208,174.5791921068591
109.59806259928027,170.942601029941
124.62708722881992,159.8918476258677
128.28714485084527,157.08061082082477
113.10734591975591,167.92332434303148
100.06586674835722,177.2248241830129
115.15244187698437,166.2527695440114
130.23901700561152,155.2807149050098
120.7428585383054,161.75510104406757
105.56305960721602,172.59781456627428
103.80300585266609,173.14071010523853
118.98280478375548,162.29799658303182
129.8171012968258,154.5159018772043
114.49484730564302,165.1563560377479
99.17259331446023,175.7968101982915
82.0,177.20805339313483
82.0,158.55354369405813
72.0,149.89903399498235
67.0,136.24452429590565
61.59001459682986,123.0
